X,Y,FID,UML_ID,Group_Name,Parent_Com,Mill_Name,RSPO_Statu,RSPO_Type,Date,Latitude,Longitude,GPS_coordi,GPS_coor_1,GPS_coor_2,ISO,Country,Province,District,Confidence,Alternativ,Field17
113.357533,3.525253,1,PO1000003866,WILMAR,SUBURMAS PLANTATIONS SDN BHD,SUBURMAS,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.525253,113.357533,"3.525253, 113.357533",113.357533,3.525253,MYS,Malaysia,Sarawak,Bintulu,1-Fully Verified, , 
102.475361,3.148583,2,PO1000003868,PROSPER GROUP,CHEEKAH-KEMAYAN PLANTATIONS SDN BHD,CHEEKAH-KEMAYAN,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.148583,102.475361,"3.148583, 102.475361",102.475361,3.148583,MYS,Malaysia,Pahang,Bera,1-Fully Verified, , 
117.2545,4.005167,3,PO1000004555,BERCA / CIPTA CAKRA MURDAYA,SEBAKIS INTI LESTARI,SEBAKIS INTI LESTARI,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.005167,117.2545,"4.005167, 117.2545",117.2545,4.005167,IDN,Indonesia,Kalimantan Timur,Nunukan,1-Fully Verified, , 
103.505361,2.679944,4,PO1000003869,FAR EAST HOLDINGS BERHAD,ENDAU PALM OIL MILL SDN BHD,ENDAU,Not RSPO Certified, ,2020/09/01 00:00:00+00,2.679944,103.505361,"2.679944, 103.505361",103.505361,2.679944,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, , 
102.496717,-4.010267,5,PO1000004556,WILMAR,AGRINDO INDAH PERSADA,AGROINDO INDAH PERSADA 3,Not RSPO Certified, ,2020/09/01 00:00:00+00,-4.010267,102.496717,"-4.010267, 102.496717",102.496717,-4.010267,IDN,Indonesia,Bengkulu,Seluma,1-Fully Verified, , 
98.19435,4.013017,6,PO1000004557,UNKNOWN,ANUGERAH LANGKAT MAKMUR,ANUGERAH LANGKAT MAKMUR,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.013017,98.19435,"4.013017, 98.19435",98.19435,4.013017,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified, , 
102.82,2.9934,7,PO1000003871,FAR EAST HOLDINGS BERHAD,KILANG KOSFARM SDN BHD,KOSFARM,Not RSPO Certified, ,2020/09/01 00:00:00+00,2.9934,102.82,"2.9934, 102.82",102.82,2.9934,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, , 
98.2124,4.017067,8,PO1000004558,UNKNOWN,SAWIT JAYA MAKMUR SENTOSA,SAWIT JAYA MAKMUR SENTOSA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.017067,98.2124,"4.017067, 98.2124",98.2124,4.017067,IDN,Indonesia,Sumatera Utara,Langkat,2-High Confidence, , 
102.522013,2.890795,9,PO1000003872,FAR EAST HOLDINGS BERHAD,PROSPER PALM OIL MILL SDN BHD,PROSPER,Not RSPO Certified, ,2020/09/01 00:00:00+00,2.890795,102.522013,"2.890795, 102.522013",102.522013,2.890795,MYS,Malaysia,Negeri Sembilan,Jempol,1-Fully Verified, , 
98.301517,4.033367,10,PO1000004559,UNKNOWN,SUMBER MAKMUR JAYA,SUMBER MAKMUR JAYA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.033367,98.301517,"4.033367, 98.301517",98.301517,4.033367,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified, , 
103.174722,3.077222,11,PO1000003873,FAR EAST HOLDINGS BERHAD,ROMPIN PALM OIL MILL SDN BHD,ROMPIN,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.077222,103.174722,"3.077222, 103.174722",103.174722,3.077222,MYS,Malaysia,Pahang,Pekan,1-Fully Verified, , 
96.47428,4.04892,12,PO1000004560,UNKNOWN,SAWIT NAGAN RAYA MAKMUR,SAWIT NAGAN RAYA MAKMUR,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.04892,96.47428,"4.04892, 96.47428",96.47428,4.04892,IDN,Indonesia,Aceh,Nagan Raya,2-High Confidence, , 
102.840363,3.033934,13,PO1000003874,FAR EAST HOLDINGS BERHAD,WUJUD WAWASAN SDN BHD,KOSMA / WUJUD WAWASAN,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.033934,102.840363,"3.033934, 102.840363",102.840363,3.033934,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, , 
104.198233,-4.049583,14,PO1000004561,MINANGA,MINANGA OGAN,SEI OGAN,Not RSPO Certified, ,2020/09/01 00:00:00+00,-4.049583,104.198233,"-4.049583, 104.198233",104.198233,-4.049583,IDN,Indonesia,Sumatera Selatan,Ogan Komering Ulu,2-High Confidence, , 
113.287718,3.39676,15,PO1000003875,PALMHEAD HOLDINGS,PSS OIL MILL SDN BHD,PSS,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.39676,113.287718,"3.39676, 113.287718",113.287718,3.39676,MYS,Malaysia,Sarawak,Bintulu,1-Fully Verified, , 
98.136283,4.053183,16,PO1000004562,UNKNOWN,MITRA NIAGA SEJATI JAYA,MITRA NIAGA SEJATI JAYA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.053183,98.136283,"4.053183, 98.136283",98.136283,4.053183,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified, , 
118.198075,4.476456,17,PO1000003876,QL RESOURCES,QL PLANTATION SDN BHD,QL MILL 1,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.476456,118.198075,"4.476456, 118.198075",118.198075,4.476456,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, , 
98.217833,4.065217,18,PO1000004563,UNKNOWN,JAYA BARU PERTAMA,JAYA BARU PERTAMA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.065217,98.217833,"4.065217, 98.217833",98.217833,4.065217,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified, , 
101.198753,3.913102,19,PO1000003877,RADIANT RESPONSE SDN BHD / SRI GANDA OIL MILL SDN BHD,SRI GANDA OIL MILL SDN BHD,SRI GANDA,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.913102,101.198753,"3.913102, 101.198753",101.198753,3.913102,MYS,Malaysia,Perak,Hilir Perak,2-High Confidence, , 
96.44256,4.11618,20,PO1000004565,FAJAR BAIZURY,FAJAR BAIZURI & BROTHERS,FAJAR BAIZURY & BROTHERS,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.11618,96.44256,"4.11618, 96.44256",96.44256,4.11618,IDN,Indonesia,Aceh,Nagan Raya,1-Fully Verified, , 
103.203506,4.119153,21,PO1000003878,KETENGAH HOLDINGS SDN BHD,RAKYAT KETENGAH PERWIRA SDN BHD,RAKYAT KETENGAH PERWIRA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.119153,103.203506,"4.119153, 103.203506",103.203506,4.119153,MYS,Malaysia,Trengganu,Kemaman,1-Fully Verified, , 
97.936817,4.18335,22,PO1000004567,PTPN III,PERKEBUNAN NUSANTARA I,PULAU TIGA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.18335,97.936817,"4.18335, 97.936817",97.936817,4.18335,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified, , 
98.06422,4.20357,23,PO1000004568,IBRIS PALM,SISIRAU,SISIRAU,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.20357,98.06422,"4.20357, 98.06422",98.06422,4.20357,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified, , 
98.153233,4.2909,24,PO1000004570,MOPOLI RAYA,MOPOLI RAYA,TAMIANG,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.2909,98.153233,"4.2909, 98.153233",98.153233,4.2909,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified, , 
96.164444,4.349722,25,PO1000004571,ASTRA AGRO LESTARI,KARYA TANAH SUBUR,KARYA TANAH SUBUR,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.349722,96.164444,"4.349722, 96.164444",96.164444,4.349722,IDN,Indonesia,Aceh,Aceh Barat,1-Fully Verified, , 
98.1062,4.356517,26,PO1000004572,UNKNOWN,BUMI SAMA GANDA,BUMI SAMA GANDA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.356517,98.1062,"4.356517, 98.1062",98.1062,4.356517,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified, , 
98.088319,4.366879,27,PO1000004573,PTPN III,PERKEBUNAN NUSANTARA I,TANJUNG SEUMANTOH,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.366879,98.088319,"4.366879, 98.088319",98.088319,4.366879,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified, , 
103.1132,-4.5632,28,PO1000004575,SUPERVENTURE,ANUGERAH PELANGI SUKSES,ANUGERAH PELANGI SUKSES,Not RSPO Certified, ,2020/09/01 00:00:00+00,-4.5632,103.1132,"-4.5632, 103.1132",103.1132,-4.5632,IDN,Indonesia,Bengkulu,Kaur,1-Fully Verified, , 
97.90967,4.57432,29,PO1000004576,UNKNOWN,ANUGRAH FAJAR REZEKI,ANUGERAH FAJAR REZEKI,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.57432,97.90967,"4.57432, 97.90967",97.90967,4.57432,IDN,Indonesia,Aceh,Aceh Timur,1-Fully Verified, , 
95.665483,4.6983,30,PO1000004579,MULTI AGRO GEMILANG PLANTATION,BOSWA MEGALOPOLIS,BOSWA MEGAPOLIS,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.6983,95.665483,"4.6983, 95.665483",95.665483,4.6983,IDN,Indonesia,Aceh,Aceh Jaya,1-Fully Verified, , 
96.7,4.984983,31,PO1000004582,UNKNOWN,BLANG KETUMBA,BLANG KETUMBA,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.984983,96.7,"4.984983, 96.7",96.7,4.984983,IDN,Indonesia,Aceh,Bireuen,1-Fully Verified, , 
96.899017,5.228433,32,PO1000004583,UNKNOWN,SYAUKATH SEJAHTERA,SYAUKATH SEJAHTERA,Not RSPO Certified, ,2020/09/01 00:00:00+00,5.228433,96.899017,"5.228433, 96.899017",96.899017,5.228433,IDN,Indonesia,Aceh,Bireuen,1-Fully Verified, , 
117.374111,5.965083,33,PO1000004650,GENTING PLANTATIONS,GENTING SDC SDN BHD,GENTING SABAPALM,RSPO Certified,"RSPO Certified, MB",2020/09/01 00:00:00+00,5.965083,117.374111,"5.965083, 117.374111",117.374111,5.965083,MYS,Malaysia,Sabah,Beluran,1-Fully Verified, , 
112.370324,-1.970503,34,PO1000004655,SINAR MAS,AGROKARYA PRIMA LESTARI,KUAYAN,Not RSPO Certified, ,2020/09/01 00:00:00+00,-1.970503,112.370324,"-1.970503, 112.370324",112.370324,-1.970503,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified, , 
112.299345,-2.243602,35,PO1000004656,SINAR MAS,MITRA KARYA AGRO INDO,TANGAR,Not RSPO Certified, ,2020/09/01 00:00:00+00,-2.243602,112.299345,"-2.243602, 112.299345",112.299345,-2.243602,IDN,Indonesia,Kalimantan Tengah,Seruyan,1-Fully Verified, , 
-72.960694,4.478556,36,PO1000004751,INPARME S.A.,GUAICARAMO S.A.,GUAICARAMO S.A.,RSPO Certified,"RSPO Certified, MB",2020/09/01 00:00:00+00,4.478556,-72.960694,"4.478556, -72.960694",-72.960694,4.478556,COL,Colombia,Meta,Barranca de Upía,1-Fully Verified, , 
-73.466694,7.886,37,PO1000004752,UNKNOWN,PALMAS DEL CESAR S.A.,PALMAS DEL CESAR,RSPO Certified,"RSPO Certified, IP",2020/09/01 00:00:00+00,7.886,-73.466694,"7.886, -73.466694",-73.466694,7.886,COL,Colombia,Cesar,San Alberto,1-Fully Verified, , 
-73.680028,8.614083,38,PO1000004753,UNKNOWN,EXTRACTORA LA GLORIA S.A.S.,EXTRACTORA LA GLORIA,Not RSPO Certified, ,2020/09/01 00:00:00+00,8.614083,-73.680028,"8.614083, -73.680028",-73.680028,8.614083,COL,Colombia,Cesar,La Gloria,1-Fully Verified, , 
-87.692944,15.574194,39,PO1000004754,UNKNOWN,PALMAS ACEITERAS DE HONDURAS EMPRESA CAMPESINA AGROINDUSTRIAL DE LA REFORMA AGRARIA  (HONDUPALMA ECARA),HONDUPALMA,RSPO Certified,"RSPO Certified, MB",2020/09/01 00:00:00+00,15.574194,-87.692944,"15.574194, -87.692944",-87.692944,15.574194,HND,Honduras,Yoro,El Negrito,1-Fully Verified, , 
-87.703639,15.498861,40,PO1000004755,UNKNOWN,PALMAS CENTROAMERICANAS S.A. DE C.V. (PALCASA),PLANTA EXTRACTORA PALCASA,Not RSPO Certified, ,2020/09/01 00:00:00+00,15.498861,-87.703639,"15.498861, -87.703639",-87.703639,15.498861,HND,Honduras,Yoro,El Progreso,1-Fully Verified, , 
-91.941944,17.579,41,PO1000004757,GRUPO OLEOMEX (OLEOFINOS),OLEOPALMA,AGROIPSA - PALENQUE,RSPO Certified,"RSPO Certified, MB",2020/09/01 00:00:00+00,17.579,-91.941944,"17.579, -91.941944",-91.941944,17.579,MEX,Mexico,Chiapas,Palenque,1-Fully Verified, , 
-92.864939,15.344,42,PO1000004758,GRUPO OLEOMEX (OLEOFINOS),AGROINDUSTRIAS DE MAPASTEPEC S.A.. DE C.V.,AGROIMSA (AGROINDUSTRIAS DE MAPASTEPEC SA),Not RSPO Certified, ,2020/09/01 00:00:00+00,15.344,-92.864939,"15.344, -92.864939",-92.864939,15.344,MEX,Mexico,Chiapas,Mapastepec,1-Fully Verified, , 
-92.590455,15.159,43,PO1000004759,UNKNOWN,PAKAL CONSULTORES EN AGRONEGOCIOS DEL SURESTE,FINCA LA LIMA,Not RSPO Certified, ,2020/09/01 00:00:00+00,15.159,-92.590455,"15.159, -92.590455",-92.590455,15.159,MEX,Mexico,Chiapas,Villa Comaltitlán,1-Fully Verified, , 
-92.822108,15.322,44,PO1000004760,GRUPO OLEOMEX (OLEOFINOS),ACEITE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE C.V.,ACEITE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE C.V.,Not RSPO Certified, ,2020/09/01 00:00:00+00,15.322,-92.822108,"15.322, -92.822108",-92.822108,15.322,MEX,Mexico,Chiapas,Acapetahua,1-Fully Verified, , 
-92.586494,15.236,45,PO1000004761,UNKNOWN,PROCESADORA DE ACEITE DE PALMA,PROCESADORA DE ACEITE DE PALMA,Not RSPO Certified, ,2020/09/01 00:00:00+00,15.236,-92.586494,"15.236, -92.586494",-92.586494,15.236,MEX,Mexico,Chiapas,Villa Comaltitlán,1-Fully Verified, , 
-92.678264,15.248,46,PO1000004762,GRUPO PROPALMA,OLEOSUR,ACAPETAHUA,Not RSPO Certified, ,2020/09/01 00:00:00+00,15.248,-92.678264,"15.248, -92.678264",-92.678264,15.248,MEX,Mexico,Chiapas,Villa Comaltitlán,1-Fully Verified, , 
-92.030144,17.573,47,PO1000004763,GRUPO NUMAR,PALMERAS OLEAGINOSAS DEL SUR S.A. DE C.V.,PALMERAS OLEAGINOSAS DEL SUR,Not RSPO Certified, ,2020/09/01 00:00:00+00,17.573,-92.030144,"17.573, -92.030144",-92.030144,17.573,MEX,Mexico,Chiapas,Palenque,1-Fully Verified, , 
-91.303778,18.262,48,PO1000004764,UNKNOWN,OLEOFINOS DEL CARMEN,OLEOFINOS DEL CARMEN,Not RSPO Certified, ,2020/09/01 00:00:00+00,18.262,-91.303778,"18.262, -91.303778",-91.303778,18.262,MEX,Mexico,Campeche,Carmen,1-Fully Verified, , 
-94.917669,18.047,49,PO1000004765,UNKNOWN,ACEITES DE PALMA,ACEITES DE PALMA,Not RSPO Certified, ,2020/09/01 00:00:00+00,18.047,-94.917669,"18.047, -94.917669",-94.917669,18.047,MEX,Mexico,Veracruz,Hueyapan de Ocampo,1-Fully Verified, , 
-83.344117,10.035692,50,PO1000004766,UNKNOWN,CAL Y BLANCO S.A,CAL Y BLANCO S.A,Not RSPO Certified, ,2020/09/01 00:00:00+00,10.035692,-83.344117,"10.035692, -83.344117",-83.344117,10.035692,CRI,Costa Rica,Limón,Matina,1-Fully Verified, , 
-83.830034,12.26502,51,PO1000004767,GRUPO NUMAR,COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.,INDUSTRIAL ACEITERA DE LA RAAS,Not RSPO Certified, ,2020/09/01 00:00:00+00,12.26502,-83.830034,"12.26502, -83.830034",-83.830034,12.26502,NIC,Nicaragua,Atlántico Sur,Kukra Hill,1-Fully Verified, , 
-86.112833,15.588917,52,PO1000004768,UNKNOWN,COAPALMA-ECARA (EMPRESA CAMPESINA AGROINDUSTRIAL DE LA REFORMA AGRARIA DE LA PALMA DE ACEITE),COAPALMA-ECARA,Not RSPO Certified, ,2020/09/01 00:00:00+00,15.588917,-86.112833,"15.588917, -86.112833",-86.112833,15.588917,HND,Honduras,Colón,Tocoa,1-Fully Verified, , 
-3.380451,5.3639,53,PO1000004771,SIFCA,PALMCI,PALMCI TOUMANGUIE,Not RSPO Certified, ,2020/09/01 00:00:00+00,5.3639,-3.380451,"5.3639, -3.380451",-3.380451,5.3639,CIV,Côte d'Ivoire,Comoé,Sud Comoé,1-Fully Verified, , 
-7.50486,4.9695,54,PO1000004773,SIFCA,PALMCI,PALMCI GBAPET,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.9695,-7.50486,"4.9695, -7.50486",-7.50486,4.9695,CIV,Côte d'Ivoire,Bas-Sassandra,San-Pédro,1-Fully Verified, , 
-7.399638,5.2359,55,PO1000004774,SIFCA,PALMCI,PALMCI NEKA,Not RSPO Certified, ,2020/09/01 00:00:00+00,5.2359,-7.399638,"5.2359, -7.399638",-7.399638,5.2359,CIV,Côte d'Ivoire,Bas-Sassandra,San-Pédro,1-Fully Verified, , 
-7.091194,4.6790611,56,PO1000004775,SOCFIN,SOGB,SOGB GRAND BEREBI,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.6790611,-7.091194,"4.6790611, -7.091194",-7.091194,4.6790611,CIV,Côte d'Ivoire,Bas-Sassandra,San-Pédro,1-Fully Verified, , 
-3.038,5.2005,57,PO1000004777,SIFCA,PALMCI,PALMCI ANTENNE 1,Not RSPO Certified, ,2020/09/01 00:00:00+00,5.2005,-3.038,"5.2005, -3.038",-3.038,5.2005,CIV,Côte d'Ivoire,Comoé,Sud Comoé,1-Fully Verified, , 
-2.9821,5.3381,58,PO1000004778,SIFCA,PALMCI,PALMCI ANTENNE 2,Not RSPO Certified, ,2020/09/01 00:00:00+00,5.3381,-2.9821,"5.3381, -2.9821",-2.9821,5.3381,CIV,Côte d'Ivoire,Comoé,Sud Comoé,1-Fully Verified, , 
80.326125,6.152102,59,PO1000004779,UNKNOWN,WATAWALA PLANTATIONS PLC NIYA,NAKIADENIYA OIL PALM MILL,Not RSPO Certified, ,2020/09/01 00:00:00+00,6.152102,80.326125,"6.152102, 80.326125",80.326125,6.152102,LKA,Sri Lanka,Galle,Nagoda,2-High Confidence, , 
114.280914,3.726871,60,PO1000004785,BOUSTEAD PLANTATIONS BERHAD,BOUSTEAD PELITA TINJAR SDN BHD,LOAGAN BUNUT,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.726871,114.280914,"3.726871, 114.280914",114.280914,3.726871,MYS,Malaysia,Sarawak,Marudi,1-Fully Verified, , 
102.821528,3.294139,61,PO1000004786,CHIN TECK PLANTATIONS BERHAD,CHIN TECK PLANTATIONS BERHAD,KERATONG,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.294139,102.821528,"3.294139, 102.821528",102.821528,3.294139,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, , 
114.094464,3.032675,62,PO1000004788,GLENEALY PLANTATIONS SDN BHD,SAMLING PLANTATION SDN BHD,SAMLING,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.032675,114.094464,"3.032675, 114.094464",114.094464,3.032675,MYS,Malaysia,Sarawak,Belaga,1-Fully Verified, , 
113.38449,2.515615,63,PO1000004790,GLENEALY PLANTATIONS SDN BHD,SAMLING PLANTATION SDN BHD,LANA,Not RSPO Certified, ,2020/09/01 00:00:00+00,2.515615,113.38449,"2.515615, 113.38449",113.38449,2.515615,MYS,Malaysia,Sarawak,Belaga,1-Fully Verified, , 
116.094151,5.109346,64,PO1000004794,SABAH LAND DEVELOPMENT BOARD,KENINGAU PALM OIL MILL SDN BHD,KENINGAU POM,Not RSPO Certified, ,2020/09/01 00:00:00+00,5.109346,116.094151,"5.109346, 116.094151",116.094151,5.109346,MYS,Malaysia,Sabah,Keningau,1-Fully Verified, , 
110.691667,1.0225,65,PO1000004795,TETANGGA AKRAB,TETANGGA AKRAB SDN BHD,TETANGGA AKRAB 1,Not RSPO Certified, ,2020/09/01 00:00:00+00,1.0225,110.691667,"1.0225, 110.691667",110.691667,1.0225,MYS,Malaysia,Sarawak,Serian,1-Fully Verified, , 
118.06325,4.827636,66,PO1000004796,N.Y. HIEW (HOLDINGS) SDN BHD,KOONG SHING SDN BHD,TINGKAYU,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.827636,118.06325,"4.827636, 118.06325",118.06325,4.827636,MYS,Malaysia,Sabah,Kunak,1-Fully Verified, , 
118.247251,5.622239,67,PO1000004797,MELANGKING OIL PALM PLANTATION SDN BHD,MELANGKING OIL PALM PLANTATION SDN BHD,MELANGKING,Not RSPO Certified, ,2020/09/01 00:00:00+00,5.622239,118.247251,"5.622239, 118.247251",118.247251,5.622239,MYS,Malaysia,Sabah,Sandakan,1-Fully Verified, , 
109.906071,1.509295,68,PO1000004798,RIMBUNAN SAWIT BERHAD,RSB LUNDU PALM OIL MILL SDN BHD,LUNDU,Not RSPO Certified, ,2020/09/01 00:00:00+00,1.509295,109.906071,"1.509295, 109.906071",109.906071,1.509295,MYS,Malaysia,Sarawak,Lundu,1-Fully Verified, , 
112.244532,2.873748,69,PO1000004799,RINWOOD PELITA (MUKAH) PLANTATION SDN BHD,RINWOOD PELITA (MUKAH) PLANTATION SDN BHD,RINWOOD PELITA,Not RSPO Certified, ,2020/09/01 00:00:00+00,2.873748,112.244532,"2.873748, 112.244532",112.244532,2.873748,MYS,Malaysia,Sarawak,Mukah,1-Fully Verified, , 
111.430007,1.71251,70,PO1000004833,SARAWAK LAND CONSOLIDATION AND REHABILITATION AUTHORITY (SALCRA),SARATOK PALM OIL MILL SDN BHD,SARATOK,Not RSPO Certified, ,2020/09/01 00:00:00+00,1.71251,111.430007,"1.71251, 111.430007",111.430007,1.71251,MYS,Malaysia,Sarawak,Saratok,1-Fully Verified, , 
118.183722,4.559354,71,PO1000004834,SEGALONG GROUP,SANG GUAN OIL MILL SDN BHD,SANG GUAN,Not RSPO Certified, ,2020/09/01 00:00:00+00,4.559354,118.183722,"4.559354, 118.183722",118.183722,4.559354,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, , 
103.2438,2.939,72,PO1000004835,SEONG THYE PLANTATIONS SDN BHD,SEONG THYE PLANTATIONS SDN BHD,LADANG ROMPIN,Not RSPO Certified, ,2020/09/01 00:00:00+00,2.939,103.2438,"2.939, 103.2438",103.2438,2.939,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, , 
111.20196,1.665339,73,PO1000004836,TH PLANTATIONS BERHAD,THP SARIBAS SDN BHD,LADANG RAJA UDANG,Not RSPO Certified, ,2020/09/01 00:00:00+00,1.665339,111.20196,"1.665339, 111.20196",111.20196,1.665339,MYS,Malaysia,Sarawak,Betong,2-High Confidence, , 
103.621833,1.888611,74,PO1000004838,TRADEWINDS PLANTATION BERHAD,LADANG PETRI TENGGARA SDN BHD,ULU SEBOL,Not RSPO Certified, ,2020/09/01 00:00:00+00,1.888611,103.621833,"1.888611, 103.621833",103.621833,1.888611,MYS,Malaysia,Johor,Kota Tinggi,1-Fully Verified, , 
118.087737,4.819294,75,PO1000004839,TSH RESOURCES,TSH PLANTATION MANAGEMENT SDN BHD,SABAHAN,RSPO Certified,"RSPO Certified, MB",2020/09/01 00:00:00+00,4.819294,118.087737,"4.819294, 118.087737",118.087737,4.819294,MYS,Malaysia,Sabah,Kunak,1-Fully Verified, , 
113.502748,3.638101,76,PO1000004840,WTK HOLDINGS BHD,SOUTHWIND PLANTATION SDN BHD,SOUTHWIND,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.638101,113.502748,"3.638101, 113.502748",113.502748,3.638101,MYS,Malaysia,Sarawak,Miri,1-Fully Verified, , 
98.179583,3.931867,77,PO1000004841,TRINITY INTERLINK,BINA RAHMAD MADANI,BINA RAHMAD MADANI,Not RSPO Certified, ,2020/09/01 00:00:00+00,3.931867,98.179583,"3.931867, 98.179583",98.179583,3.931867,IDN,Indonesia,Sumatera Utara,Langkat,2-High Confidence, , 
103.007933,-1.078917,78,PO1000004842,UNKNOWN,ANEKA PURA MULTI KERTA,KAMPUNG BARU,Not RSPO Certified, ,2020/09/01 00:00:00+00,-1.078917,103.007933,"-1.078917, 103.007933",103.007933,-1.078917,IDN,Indonesia,Jambi,Tanjung Jabung B,1-Fully Verified, , 
118.048363,1.014086,79,PO1000004843,ASTRA AGRO LESTARI,SUMBER KHARISMA PERSADA,SUMBER KHARISMA PERSADA,Not RSPO Certified, ,2020/09/01 00:00:00+00,1.014086,118.048363,"1.014086, 118.048363",118.048363,1.014086,IDN,Indonesia,Kalimantan Timur,Kutai Timur,1-Fully Verified, , 
110.733567,-0.111483,80,PO1000004844,BARITO PACIFIC,TINTIN BOYOK SAWIT MAKMUR,TINTIN BOYOK SAWIT MAKMUR,Not RSPO Certified, ,2020/09/01 00:00:00+00,-0.111483,110.733567,"-0.111483, 110.733567",110.733567,-0.111483,IDN,Indonesia,Kalimantan Barat,Sekadau,2-High Confidence, , 
112.293768,-1.922451,81,PO1000004850,GOODHOPE,KARYA MAKMUR SEJAHTERA,KARYA MAKMUR SEJAHTERA,Not RSPO Certified, ,2020/09/01 00:00:00+00,-1.922451,112.293768,"-1.922451, 112.293768",112.293768,-1.922451,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,2-High Confidence, , 
102.680667,-2.416483,82,PO1000004852,DHARMA AGUNG WIJAYA (DAW),INTI GUNA NABATI,INTI GUNA NABATI,Not RSPO Certified, ,2020/09/01 00:00:00+00,-2.416483,102.680667,"-2.416483, 102.680667",102.680667,-2.416483,IDN,Indonesia,Jambi,Sarolangun,1-Fully Verified, , 
110.9696,-2.3404,83,PO1000004853,CARGILL,MAYA AGRO INVESTAMA,KEDIPI,Not RSPO Certified, ,2020/09/01 00:00:00+00,-2.3404,110.9696,"-2.3404, 110.9696",110.9696,-2.3404,IDN,Indonesia,Kalimantan Barat,Ketapang,2-High Confidence, , 
101.478578,-1.392715,84,PO1000004855,PTPN III,PERKEBUNAN NUSANTARA VI,SOLOK SELATAN,Not RSPO Certified, ,2020/09/01 00:00:00+00,-1.392715,101.478578,"-1.392715, 101.478578",101.478578,-1.392715,IDN,Indonesia,Sumatera Barat,Solok Selatan,1-Fully Verified, , 
109.5462,-0.02075,85,PO1000004856,PUNDI,PUNDI LAHAN KHATULISTIWA,PUNDI LAHAN KHATULISTIWA,Not RSPO Certified, ,2020/09/01 00:00:00+00,-0.02075,109.5462,"-0.02075, 109.5462",109.5462,-0.02075,IDN,Indonesia,Kalimantan Barat,Kubu Raya,1-Fully Verified, , 
116.373882,-0.563446,86,PO1000004857,EAGLE HIGH PLANTATIONS,JAYA MANDIRI SUKSES,BANGKIRAI,Not RSPO Certified, ,2020/09/01 00:00:00+00,-0.563446,116.373882,"-0.563446, 116.373882",116.373882,-0.563446,IDN,Indonesia,Kalimantan Timur,Kutai Kartanegara,1-Fully Verified, , 
